canton,ville,abb_station,latitude,longitude,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
ZG,Cham,CHZ,47.188278,8.464642,2025-05-28 00:00:00,14.6,12.5,16.9,,,,8.2,29.6,1022.2,29
ZG,Cham,CHZ,47.188278,8.464642,2025-05-29 00:00:00,16,12.6,20.6,,,,5.8,18.5,1024.4,221
ZG,Cham,CHZ,47.188278,8.464642,2025-05-30 00:00:00,19,11.6,25.9,,,,4.6,14.8,1022.6,678
ZG,Cham,CHZ,47.188278,8.464642,2025-05-31 00:00:00,21.7,14.8,28.8,,,,5.3,16.7,1019.2,596
ZG,Cham,CHZ,47.188278,8.464642,2025-06-01 00:00:00,21.6,16.1,26.3,,,,7.2,27.8,1016.6,346
ZG,Cham,CHZ,47.188278,8.464642,2025-06-02 00:00:00,17.4,15.6,18.8,,,,6.1,20.4,1017.7,30
ZG,Cham,CHZ,47.188278,8.464642,2025-06-03 00:00:00,18.5,14.9,22.1,,,,5.9,20.4,1015.5,258
ZG,Cham,CHZ,47.188278,8.464642,2025-06-04 00:00:00,17.3,14,20.8,,,,7.2,31.5,1012.1,116
ZG,Cham,CHZ,47.188278,8.464642,2025-06-05 00:00:00,17,14.7,19.4,,,,7.4,22.2,1014.8,106
ZG,Cham,CHZ,47.188278,8.464642,2025-06-06 00:00:00,19,15.6,22.8,,,,7.8,31.5,1015,213
ZG,Cham,CHZ,47.188278,8.464642,2025-06-07 00:00:00,16.8,15.6,18.8,,,,6.9,24.1,1015.3,69
ZG,Cham,CHZ,47.188278,8.464642,2025-06-08 00:00:00,16.4,14.7,18.6,,,,13.2,48.2,1018.2,207
ZG,Cham,CHZ,47.188278,8.464642,2025-06-09 00:00:00,16.5,10.8,21.7,,,,5.5,20.4,1023.3,624
ZG,Cham,CHZ,47.188278,8.464642,2025-06-10 00:00:00,18.6,11.3,25.3,,,,5.3,20.4,1019.8,561
ZG,Cham,CHZ,47.188278,8.464642,2025-06-11 00:00:00,20.5,14.3,26.5,,,,5.8,20.4,1018.1,626
ZG,Cham,CHZ,47.188278,8.464642,2025-06-12 00:00:00,22.1,15.1,29.1,,,,5,14.8,1015.9,633
ZG,Cham,CHZ,47.188278,8.464642,2025-06-13 00:00:00,24.3,16.5,31.7,,,,5.2,16.7,1017.9,576
ZG,Cham,CHZ,47.188278,8.464642,2025-06-14 00:00:00,25.4,19.2,31.5,,,,5.8,22.2,1018.3,501
ZG,Cham,CHZ,47.188278,8.464642,2025-06-15 00:00:00,21.3,16.8,25.5,,,,6.9,29.6,1019.8,244
ZG,Cham,CHZ,47.188278,8.464642,2025-06-16 00:00:00,18.7,16.1,22.5,,,,9.2,27.8,1025.1,314
ZG,Cham,CHZ,47.188278,8.464642,2025-06-17 00:00:00,19.6,13.5,25.4,,,,8.9,29.6,1023.2,656
ZG,Cham,CHZ,47.188278,8.464642,2025-06-18 00:00:00,21.2,14.6,27.5,,,,4.6,16.7,1021.8,645
ZG,Cham,CHZ,47.188278,8.464642,2025-06-19 00:00:00,22.6,14.8,28.8,,,,7.2,25.9,1020.7,702
ZG,Cham,CHZ,47.188278,8.464642,2025-06-20 00:00:00,23.2,17.3,29.1,,,,8,25.9,1020.2,654
ZG,Cham,CHZ,47.188278,8.464642,2025-06-21 00:00:00,22.5,17,29,,,,6.2,20.4,1019.3,615
ZG,Cham,CHZ,47.188278,8.464642,2025-06-22 00:00:00,24.3,15.1,31.2,,,,6,22.2,1017.8,691
ZG,Cham,CHZ,47.188278,8.464642,2025-06-23 00:00:00,24,20.7,28.1,,,,9.2,35.2,1016,309
ZG,Cham,CHZ,47.188278,8.464642,2025-06-24 00:00:00,23,16.4,29.5,,,,6.2,24.1,1016.5,625
ZG,Cham,CHZ,47.188278,8.464642,2025-06-25 00:00:00,25,16.9,32,,,,5.5,16.7,1014.2,672
ZG,Cham,CHZ,47.188278,8.464642,2025-06-26 00:00:00,21.8,19.6,24.6,,,,7.4,53.7,1016.7,206
ZG,Cham,CHZ,47.188278,8.464642,2025-06-27 00:00:00,22.2,16.7,27.5,,,,5.5,18.5,1023.1,462
ZG,Cham,CHZ,47.188278,8.464642,2025-06-28 00:00:00,24.5,17.2,30.8,,,,5.1,16.7,1024.2,796
ZG,Cham,CHZ,47.188278,8.464642,2025-06-29 00:00:00,25.7,17.4,32.7,,,,6.1,22.2,1021.1,798
ZG,Cham,CHZ,47.188278,8.464642,2025-06-30 00:00:00,25.7,20.2,30.6,,,,6.8,22.2,1017.2,624
ZG,Cham,CHZ,47.188278,8.464642,2025-07-01 00:00:00,25.2,19.8,31.5,,,,5.9,20.4,1016.1,620
ZG,Cham,CHZ,47.188278,8.464642,2025-07-02 00:00:00,26,19.4,31.9,,,,6.9,25.9,1015,699
ZG,Cham,CHZ,47.188278,8.464642,2025-07-03 00:00:00,24,21,27.2,,,,6.5,24.1,1019.9,421
ZG,Cham,CHZ,47.188278,8.464642,2025-07-04 00:00:00,22,18.5,26.7,,,,5.4,16.7,1023.2,447
ZG,Cham,CHZ,47.188278,8.464642,2025-07-05 00:00:00,23,17.3,28.1,,,,6,20.4,1017.7,679
ZG,Cham,CHZ,47.188278,8.464642,2025-07-06 00:00:00,20.1,16.1,24.2,,,,7,25.9,1012.3,303
ZG,Cham,CHZ,47.188278,8.464642,2025-07-07 00:00:00,15.9,13.8,18.5,15.6,,,9.1,33.3,1009.2,23
ZG,Cham,CHZ,47.188278,8.464642,2025-07-08 00:00:00,13.6,12.7,14.7,13.7,,,11,29.6,1015.8,59
ZG,Cham,CHZ,47.188278,8.464642,2025-07-09 00:00:00,16,10.8,20.7,0,,,6,18.5,1021.6,566
ZG,Cham,CHZ,47.188278,8.464642,2025-07-10 00:00:00,17.7,10.2,23.6,0,,,5.9,20.4,1020.9,761
ZG,Cham,CHZ,47.188278,8.464642,2025-07-11 00:00:00,19.5,11.5,25.8,0,,,5.1,18.5,1016.7,676
ZG,Cham,CHZ,47.188278,8.464642,2025-07-12 00:00:00,20.9,14.7,26.3,0,,,5.2,18.5,1012.6,758
ZG,Cham,CHZ,47.188278,8.464642,2025-07-13 00:00:00,21.4,16.2,27,0,,,7.1,25.9,1012,511
ZG,Cham,CHZ,47.188278,8.464642,2025-07-14 00:00:00,21.5,19,26.1,7.3,,,7.2,24.1,1018,287
ZG,Cham,CHZ,47.188278,8.464642,2025-07-15 00:00:00,20.8,18.1,23.7,0.8,,,7.2,22.2,1019.6,212
ZG,Cham,CHZ,47.188278,8.464642,2025-07-16 00:00:00,18.9,16.7,20.7,1.1,,,6.5,24.1,1018.8,33
ZG,Cham,CHZ,47.188278,8.464642,2025-07-17 00:00:00,19.2,14.4,23.5,3.2,,,6.2,18.5,1017.4,460
ZG,Cham,CHZ,47.188278,8.464642,2025-07-18 00:00:00,20.5,13.8,27.4,0,,,4.6,16.7,1014.2,753
ZG,Cham,CHZ,47.188278,8.464642,2025-07-19 00:00:00,20.6,15.1,25.7,1,,,6.5,24.1,1010.2,376
ZG,Cham,CHZ,47.188278,8.464642,2025-07-20 00:00:00,20.5,15.4,26.1,10.1,,,5.9,22.2,1007.7,425
ZG,Cham,CHZ,47.188278,8.464642,2025-07-21 00:00:00,18.4,16.5,20.8,31.3,,,7,31.5,1009.3,190
ZG,Cham,CHZ,47.188278,8.464642,2025-07-22 00:00:00,19.6,16.5,23.1,0.4,,,10.6,35.2,1014.3,323
ZG,Cham,CHZ,47.188278,8.464642,2025-07-23 00:00:00,19.2,14.3,23.2,0,,,5.9,20.4,1014.5,460
ZG,Cham,CHZ,47.188278,8.464642,2025-07-24 00:00:00,17.4,16,19.4,13.4,,,5.7,16.7,1013.9,59
ZG,Cham,CHZ,47.188278,8.464642,2025-07-25 00:00:00,16.7,14.2,21.3,9.1,,,5.4,16.7,1016.2,170
ZG,Cham,CHZ,47.188278,8.464642,2025-07-26 00:00:00,16.5,14.9,18.7,21.3,,,5.5,16.7,1016.7,34
ZG,Cham,CHZ,47.188278,8.464642,2025-07-27 00:00:00,17,15.1,19.3,14.4,,,6.9,24.1,1015.5,105
ZG,Cham,CHZ,47.188278,8.464642,2025-07-28 00:00:00,14.2,13.4,15.4,23.3,,,8.2,22.2,1016.4,8
ZG,Cham,CHZ,47.188278,8.464642,2025-07-29 00:00:00,16.1,12.6,20.1,0.3,,,5.3,18.5,1019.7,345
ZG,Cham,CHZ,47.188278,8.464642,2025-07-30 00:00:00,16.5,11.7,20.3,1.7,,,5.9,22.2,1018.9,308
ZG,Cham,CHZ,47.188278,8.464642,2025-07-31 00:00:00,18.3,14.7,22.2,0.1,,,5.6,20.4,1018.4,321
ZG,Cham,CHZ,47.188278,8.464642,2025-08-01 00:00:00,18.1,15.6,23.3,9.6,,,6.8,27.8,1014.5,207
ZG,Cham,CHZ,47.188278,8.464642,2025-08-02 00:00:00,15.2,13.7,16.1,15.4,,,7.4,24.1,1015,43
ZG,Cham,CHZ,47.188278,8.464642,2025-08-03 00:00:00,16,12.5,19.8,0.4,,,4.5,14.8,1020.4,138
ZG,Cham,CHZ,47.188278,8.464642,2025-08-04 00:00:00,17.8,13.6,22.6,0,,,4.7,13,1022.1,211
ZG,Cham,CHZ,47.188278,8.464642,2025-08-05 00:00:00,20.1,14.9,25,0,,,6.5,25.9,1020.3,345
ZG,Cham,CHZ,47.188278,8.464642,2025-08-06 00:00:00,19,15.2,22.9,0,,,8.6,25.9,1022.7,430
ZG,Cham,CHZ,47.188278,8.464642,2025-08-07 00:00:00,19.9,13.5,26,0,,,5.3,16.7,1019.1,625
ZG,Cham,CHZ,47.188278,8.464642,2025-08-08 00:00:00,22.8,15.2,30,0,,,5.2,18.5,1019.1,765
ZG,Cham,CHZ,47.188278,8.464642,2025-08-09 00:00:00,24.6,16.5,32.3,0,,,5.1,16.7,1019.3,757
ZG,Cham,CHZ,47.188278,8.464642,2025-08-10 00:00:00,24.4,19,29.9,0,,,5.8,18.5,1022.3,723
ZG,Cham,CHZ,47.188278,8.464642,2025-08-11 00:00:00,23.2,17.2,29.4,0,,,6.2,18.5,1019.8,727
ZG,Cham,CHZ,47.188278,8.464642,2025-08-12 00:00:00,25.3,18.4,32.3,0,,,5.5,18.5,1016.2,700
ZG,Cham,CHZ,47.188278,8.464642,2025-08-13 00:00:00,26.5,19.9,33.3,0,,,5,16.7,1015.8,707
ZG,Cham,CHZ,47.188278,8.464642,2025-08-14 00:00:00,25.6,18.9,32,0,,,4.9,18.5,1016.9,671
ZG,Cham,CHZ,47.188278,8.464642,2025-08-15 00:00:00,24.8,19.2,30.6,0,,,5.7,20.4,1019.7,596
ZG,Cham,CHZ,47.188278,8.464642,2025-08-16 00:00:00,23.1,18.5,27.8,4,,,5.1,18.5,1019.2,515
ZG,Cham,CHZ,47.188278,8.464642,2025-08-17 00:00:00,21.3,18.1,25.1,0,,,5.8,18.5,1017.6,402
ZG,Cham,CHZ,47.188278,8.464642,2025-08-18 00:00:00,20.8,15,26.9,0,,,5.7,18.5,1015.9,712
ZG,Cham,CHZ,47.188278,8.464642,2025-08-19 00:00:00,21.8,15.5,28.4,0,,,5.9,25.9,1012.7,595
ZG,Cham,CHZ,47.188278,8.464642,2025-08-20 00:00:00,19.3,16.5,21.4,15.8,,,6.5,25.9,1010.1,89
ZG,Cham,CHZ,47.188278,8.464642,2025-08-21 00:00:00,16,15.1,16.9,33.9,,,6.4,18.5,1009.9,3
ZG,Cham,CHZ,47.188278,8.464642,2025-08-22 00:00:00,17.8,15.1,21.1,4.2,,,6.2,25.9,1015.7,309
ZG,Cham,CHZ,47.188278,8.464642,2025-08-23 00:00:00,16.7,14.3,19.4,0,,,5.1,16.7,1018.2,213
ZG,Cham,CHZ,47.188278,8.464642,2025-08-24 00:00:00,16.8,12,21.8,0,,,5.1,16.7,1018.5,588
ZG,Cham,CHZ,47.188278,8.464642,2025-08-25 00:00:00,17.4,10.5,24.1,0,,,4.4,14.8,1017.7,681
ZG,Cham,CHZ,47.188278,8.464642,2025-08-26 00:00:00,20,12.9,26.7,0,,,5.5,18.5,1013.9,609
ZG,Cham,CHZ,47.188278,8.464642,2025-08-27 00:00:00,20.9,17.5,25.4,3.6,,,5.7,25.9,1012.1,274
ZG,Cham,CHZ,47.188278,8.464642,2025-08-28 00:00:00,17.5,15.6,18.7,47.5,,,6.3,20.4,1008.4,0
ZG,Cham,CHZ,47.188278,8.464642,2025-08-29 00:00:00,17,14,20.4,11.5,,,6.6,22.2,1006.9,330
ZG,Cham,CHZ,47.188278,8.464642,2025-08-30 00:00:00,16.7,14.1,19.8,1.8,,,7.4,25.9,1011.6,294
ZG,Cham,CHZ,47.188278,8.464642,2025-08-31 00:00:00,17.7,11.6,23.8,0,,,4.4,16.7,1012.7,663
ZG,Cham,CHZ,47.188278,8.464642,2025-09-01 00:00:00,16.4,14.4,18,20.5,,,5.8,16.7,1010.6,5
ZG,Cham,CHZ,47.188278,8.464642,2025-09-02 00:00:00,15.6,12.9,18.7,9,,,5.7,16.7,1013.6,271
ZG,Cham,CHZ,47.188278,8.464642,2025-09-03 00:00:00,17.4,11.9,23.4,0,,,4.9,18.5,1014.4,483
ZG,Cham,CHZ,47.188278,8.464642,2025-09-04 00:00:00,17.9,15.6,21.1,10.3,,,6.1,20.4,1015.5,127
ZG,Cham,CHZ,47.188278,8.464642,2025-09-05 00:00:00,14.9,12.8,17.9,13.6,,,5.7,18.5,1022,226
ZG,Cham,CHZ,47.188278,8.464642,2025-09-06 00:00:00,14.7,8.7,21.5,0,,,4.7,16.7,1022.7,629
ZG,Cham,CHZ,47.188278,8.464642,2025-09-07 00:00:00,16.6,10.5,23.6,0,,,4.2,11.1,1017.8,598
ZG,Cham,CHZ,47.188278,8.464642,2025-09-08 00:00:00,17.7,13.8,21.6,0,,,4.4,13,1016.5,134
ZG,Cham,CHZ,47.188278,8.464642,2025-09-09 00:00:00,17,15.7,19.2,0,,,6.5,18.5,1014.4,117
ZG,Cham,CHZ,47.188278,8.464642,2025-09-10 00:00:00,15.8,13.2,18.9,0,,,5.6,14.8,1011,212
ZG,Cham,CHZ,47.188278,8.464642,2025-09-11 00:00:00,16,13.2,19.2,0,,,7.9,33.3,1013.4,154
ZG,Cham,CHZ,47.188278,8.464642,2025-09-12 00:00:00,14.4,12.4,16.9,0,,,5.1,18.5,1019.9,103
ZG,Cham,CHZ,47.188278,8.464642,2025-09-13 00:00:00,14.5,9.6,19.2,1.5,,,5.4,18.5,1019.8,291
ZG,Cham,CHZ,47.188278,8.464642,2025-09-14 00:00:00,16.5,13.1,20.4,10.4,,,7.8,25.9,1018.5,231
ZG,Cham,CHZ,47.188278,8.464642,2025-09-15 00:00:00,19.3,14.5,24.6,1.6,,,8.9,46.3,1017.8,458
ZG,Cham,CHZ,47.188278,8.464642,2025-09-16 00:00:00,15.7,12.9,17.7,2.5,,,8.8,33.3,1023.5,184
ZG,Cham,CHZ,47.188278,8.464642,2025-09-17 00:00:00,15,10.3,19.6,0,,,4.3,13,1025.3,382
ZG,Cham,CHZ,47.188278,8.464642,2025-09-18 00:00:00,17.4,10.9,24.4,0,,,4.1,13,1025.4,652
ZG,Cham,CHZ,47.188278,8.464642,2025-09-19 00:00:00,17.5,11.5,23.6,0,,,4.7,13,1025.6,639
ZG,Cham,CHZ,47.188278,8.464642,2025-09-20 00:00:00,19.8,14.1,26.6,0,,,5,14.8,1020.3,582
ZG,Cham,CHZ,47.188278,8.464642,2025-09-21 00:00:00,19,15.3,23.9,5.1,,,5.8,18.5,1014.4,265
ZG,Cham,CHZ,47.188278,8.464642,2025-09-22 00:00:00,13.9,12.3,15.6,44.9,,,8.7,25.9,1013.5,11
ZG,Cham,CHZ,47.188278,8.464642,2025-09-23 00:00:00,11.5,10.7,12.1,3.5,,,9,25.9,1017.3,15
ZG,Cham,CHZ,47.188278,8.464642,2025-09-24 00:00:00,10.7,9.8,11.8,10.1,,,6.3,20.4,1017,11
ZG,Cham,CHZ,47.188278,8.464642,2025-09-25 00:00:00,11.5,10.1,13.5,10,,,6.2,18.5,1018.5,78
ZG,Cham,CHZ,47.188278,8.464642,2025-09-26 00:00:00,10.7,8.7,13.4,6.8,,,6.1,18.5,1019.9,21
ZG,Cham,CHZ,47.188278,8.464642,2025-09-27 00:00:00,11,8.9,13.6,8.2,,,4.8,14.8,1022.2,187
ZG,Cham,CHZ,47.188278,8.464642,2025-09-28 00:00:00,10.8,6,15.9,0,,,4.8,16.7,1021,274
ZG,Cham,CHZ,47.188278,8.464642,2025-09-29 00:00:00,12.5,8.8,16.3,0,,,4.8,16.7,1021.2,261
ZG,Cham,CHZ,47.188278,8.464642,2025-09-30 00:00:00,11.5,8.3,15,0.5,,,4.5,16.7,1023,112
ZG,Cham,CHZ,47.188278,8.464642,2025-10-01 00:00:00,11,7.6,14.3,0,,,9,27.8,1026,223
ZG,Cham,CHZ,47.188278,8.464642,2025-10-02 00:00:00,7.9,3.9,12.9,0,,,6.9,22.2,1027.1,469
ZG,Cham,CHZ,47.188278,8.464642,2025-10-03 00:00:00,7.8,2.8,12.3,0,,,4.3,11.1,1023.3,122
ZG,Cham,CHZ,47.188278,8.464642,2025-10-04 00:00:00,13.4,8.9,18.7,3.2,,,9,42.6,1013.5,145
ZG,Cham,CHZ,47.188278,8.464642,2025-10-05 00:00:00,10.2,9.2,11.2,4.6,,,11.6,35.2,1020.2,42
ZG,Cham,CHZ,47.188278,8.464642,2025-10-06 00:00:00,11.1,8.6,14.2,1,,,5.7,24.1,1027.4,184
ZG,Cham,CHZ,47.188278,8.464642,2025-10-07 00:00:00,11.7,8.2,16.1,0,,,5.6,18.5,1026.7,371
ZG,Cham,CHZ,47.188278,8.464642,2025-10-08 00:00:00,10.8,7.4,14.5,0,,,3.9,9.3,1022.8,212
ZG,Cham,CHZ,47.188278,8.464642,2025-10-09 00:00:00,12.1,9.8,15.3,0,,,5.1,14.8,1024.4,77
ZG,Cham,CHZ,47.188278,8.464642,2025-10-10 00:00:00,11.3,8.8,14.7,0,,,5.5,16.7,1030.3,141
ZG,Cham,CHZ,47.188278,8.464642,2025-10-11 00:00:00,10.9,8.8,13.7,0,,,5.8,14.8,1031.6,159
ZG,Cham,CHZ,47.188278,8.464642,2025-10-12 00:00:00,9.8,6.8,12.9,0,,,5.5,14.8,1029,172
ZG,Cham,CHZ,47.188278,8.464642,2025-10-13 00:00:00,9.7,6.5,12.6,0,,,6.9,20.4,1025.2,102
ZG,Cham,CHZ,47.188278,8.464642,2025-10-14 00:00:00,10.6,8.4,13.2,0,,,6,16.7,1024,75
ZG,Cham,CHZ,47.188278,8.464642,2025-10-15 00:00:00,8.7,4.1,12.9,0,,,6.6,20.4,1024.1,196
ZG,Cham,CHZ,47.188278,8.464642,2025-10-16 00:00:00,9.8,7.7,11.8,0,,,6,16.7,1023.1,56
ZG,Cham,CHZ,47.188278,8.464642,2025-10-17 00:00:00,8.7,7.1,11.4,0,,,6,16.7,1022.8,103
ZG,Cham,CHZ,47.188278,8.464642,2025-10-18 00:00:00,8.6,5.1,12.9,0,,,6.2,18.5,1024.1,462
ZG,Cham,CHZ,47.188278,8.464642,2025-10-19 00:00:00,7.7,4.1,12.5,0,,,4.7,11.1,1019.3,108
ZG,Cham,CHZ,47.188278,8.464642,2025-10-20 00:00:00,9.6,7.3,12.1,0.9,,,4.4,11.1,1008.5,0
ZG,Cham,CHZ,47.188278,8.464642,2025-10-21 00:00:00,11.3,8.9,14.5,1.2,,,4.9,16.7,1004.8,59
ZG,Cham,CHZ,47.188278,8.464642,2025-10-22 00:00:00,12.8,11.2,15.2,16.9,,,6,18.5,1003.3,2
ZG,Cham,CHZ,47.188278,8.464642,2025-10-23 00:00:00,12.6,9.6,14.3,5.3,,,14.6,61.1,998.7,53
ZG,Cham,CHZ,47.188278,8.464642,2025-10-24 00:00:00,8.8,7.2,10.9,2,,,16,46.3,1010.8,205
ZG,Cham,CHZ,47.188278,8.464642,2025-10-25 00:00:00,9.1,7.7,10.6,8,,,8.3,27.8,1009.4,19
ZG,Cham,CHZ,47.188278,8.464642,2025-10-26 00:00:00,7.7,6.4,8.5,3.3,,,11.3,35.2,1012.8,21
ZG,Cham,CHZ,47.188278,8.464642,2025-10-27 00:00:00,7.9,7.1,9.2,10.5,,,15.5,53.7,1012.7,1
ZG,Cham,CHZ,47.188278,8.464642,2025-10-28 00:00:00,10.4,7.7,14.2,0.9,,,8,31.5,1017.5,255
ZG,Cham,CHZ,47.188278,8.464642,2025-10-29 00:00:00,8,4.1,11.8,0.3,,,4.8,14.8,1011.7,287
ZG,Cham,CHZ,47.188278,8.464642,2025-10-30 00:00:00,10.1,7.6,12.9,3.8,,,5.8,16.7,1012.5,87
ZG,Cham,CHZ,47.188278,8.464642,2025-10-31 00:00:00,10.3,7.5,13,0,,,3.8,11.1,1017.1,182
ZG,Cham,CHZ,47.188278,8.464642,2025-11-01 00:00:00,10.1,7.2,13,0.8,,,4.2,11.1,1016.9,54
ZG,Cham,CHZ,47.188278,8.464642,2025-11-02 00:00:00,10.4,8.6,11.4,25.9,,,6.3,20.4,1017.3,0
ZG,Cham,CHZ,47.188278,8.464642,2025-11-03 00:00:00,8.8,5.5,12.1,0.6,,,4.9,16.7,1025.4,398
ZG,Cham,CHZ,47.188278,8.464642,2025-11-04 00:00:00,5.7,2.1,11.1,0,,,3.9,13,1026,359
ZG,Cham,CHZ,47.188278,8.464642,2025-11-05 00:00:00,4.4,1.8,7.8,0,,,3.8,11.1,1022.6,218
ZG,Cham,CHZ,47.188278,8.464642,2025-11-06 00:00:00,3.6,1,6.4,0,,,4.6,13,1015.1,105
ZG,Cham,CHZ,47.188278,8.464642,2025-11-07 00:00:00,3.9,2.5,7.4,0,,,4,11.1,1013.7,138
ZG,Cham,CHZ,47.188278,8.464642,2025-11-08 00:00:00,4.1,2.2,7.1,0,,,4.1,9.3,1016.3,155
ZG,Cham,CHZ,47.188278,8.464642,2025-11-09 00:00:00,6.5,3.7,9.2,0,,,3.8,9.3,1020,12
ZG,Cham,CHZ,47.188278,8.464642,2025-11-10 00:00:00,6.3,4.6,8.1,0,,,4.1,9.3,1017.8,88
ZG,Cham,CHZ,47.188278,8.464642,2025-11-11 00:00:00,7.2,3.9,11.8,0,,,3.8,9.3,1018.7,372
ZG,Cham,CHZ,47.188278,8.464642,2025-11-12 00:00:00,5.3,1.8,9.8,0,,,3.9,9.3,1019.6,252
ZG,Cham,CHZ,47.188278,8.464642,2025-11-13 00:00:00,8,4,13.3,0,,,4.5,13,1019,319
ZG,Cham,CHZ,47.188278,8.464642,2025-11-14 00:00:00,7.9,3.7,12,0,,,4.6,16.7,1013.8,261
ZG,Cham,CHZ,47.188278,8.464642,2025-11-15 00:00:00,11,8.5,14.6,0,,,5.1,14.8,1011.3,209
ZG,Cham,CHZ,47.188278,8.464642,2025-11-16 00:00:00,8.2,7.1,10.2,3.8,,,4.1,13,1009.8,0
ZG,Cham,CHZ,47.188278,8.464642,2025-11-17 00:00:00,6.6,3.2,9,10,,,5.9,22.2,1012.5,3
ZG,Cham,CHZ,47.188278,8.464642,2025-11-18 00:00:00,1.2,-1.2,3,0.2,,,5.8,16.7,1021.9,125
ZG,Cham,CHZ,47.188278,8.464642,2025-11-19 00:00:00,1,-1.9,4.2,0,,,5.1,13,1013.2,274
ZG,Cham,CHZ,47.188278,8.464642,2025-11-20 00:00:00,2,-0.1,3.6,1.9,,,8.4,27.8,1012.3,13
ZG,Cham,CHZ,47.188278,8.464642,2025-11-21 00:00:00,-0.2,-0.9,0.8,4.5,,,9.3,27.8,1019.7,1
ZG,Cham,CHZ,47.188278,8.464642,2025-11-22 00:00:00,-1.6,-3.9,-0.1,0,,,7.3,20.4,1028.2,171
ZG,Cham,CHZ,47.188278,8.464642,2025-11-23 00:00:00,-1.7,-4.6,1.8,2.5,,,4.8,13,1016.3,8
ZG,Cham,CHZ,47.188278,8.464642,2025-11-24 00:00:00,3.2,1.8,4.2,31.9,,,5.9,14.8,1003.2,3
ZG,Cham,CHZ,47.188278,8.464642,2025-11-25 00:00:00,2.7,2.2,3.7,11.6,,,5.2,13,1008,15
ZG,Cham,CHZ,47.188278,8.464642,2025-11-26 00:00:00,1.7,0.5,2.5,9,,,4.1,11.1,1018.4,2
ZG,Cham,CHZ,47.188278,8.464642,2025-11-27 00:00:00,0.5,-0.4,1.9,0.2,,,5,11.1,1024,91
ZG,Cham,CHZ,47.188278,8.464642,2025-11-28 00:00:00,0,-1.5,1.7,0,,,3.8,9.3,1022.5,76
ZG,Cham,CHZ,47.188278,8.464642,2025-11-29 00:00:00,1.7,0.2,3.1,1.3,,,5.2,13,1019.1,44
ZG,Cham,CHZ,47.188278,8.464642,2025-11-30 00:00:00,2.7,1.5,4.2,2.6,,,5.5,13,1019.1,58
ZG,Cham,CHZ,47.188278,8.464642,2025-12-01 00:00:00,2.8,1.5,5,2,,,5.1,14.8,1020.3,63
ZG,Cham,CHZ,47.188278,8.464642,2025-12-02 00:00:00,1.7,0.2,3.5,0,,,3.7,9.3,1017.3,104
ZG,Cham,CHZ,47.188278,8.464642,2025-12-03 00:00:00,1.6,0.8,2.3,0,,,4.1,9.3,1015.5,1
ZG,Cham,CHZ,47.188278,8.464642,2025-12-04 00:00:00,1.9,1,2.7,0,,,4,9.3,1011.8,8
ZG,Cham,CHZ,47.188278,8.464642,2025-12-05 00:00:00,3,1.8,4.1,3.3,,,3.8,9.3,1013.4,9
ZG,Cham,CHZ,47.188278,8.464642,2025-12-06 00:00:00,3.3,0.6,5.6,1.5,,,4.8,18.5,1015,56
ZG,Cham,CHZ,47.188278,8.464642,2025-12-07 00:00:00,6.5,4.9,7.8,14.2,,,5.5,16.7,1017,6
ZG,Cham,CHZ,47.188278,8.464642,2025-12-08 00:00:00,9.5,6.8,12.2,2.3,,,5.1,14.8,1021.7,96
ZG,Cham,CHZ,47.188278,8.464642,2025-12-09 00:00:00,5,3.1,7.5,0,,,3.8,9.3,1022.1,81
ZG,Cham,CHZ,47.188278,8.464642,2025-12-10 00:00:00,4.2,1.5,7.4,0,,,3.7,9.3,1025.2,181
ZG,Cham,CHZ,47.188278,8.464642,2025-12-11 00:00:00,5.2,3.6,7.2,0,,,3.7,9.3,1026.4,72
ZG,Cham,CHZ,47.188278,8.464642,2025-12-12 00:00:00,4.3,3,6.1,0,,,3.7,9.3,1026.1,72
ZG,Cham,CHZ,47.188278,8.464642,2025-12-13 00:00:00,3.3,2.3,4.6,0,,,3.7,9.3,1030.6,56
ZG,Cham,CHZ,47.188278,8.464642,2025-12-14 00:00:00,2.2,1.1,3.2,0,,,3.9,11.1,1029.5,0
ZG,Cham,CHZ,47.188278,8.464642,2025-12-15 00:00:00,1,0,2.4,0,,,4.4,13,1023.6,46
ZG,Cham,CHZ,47.188278,8.464642,2025-12-16 00:00:00,1.4,0.2,2.6,0,,,5.4,20.4,1018.1,0
ZG,Cham,CHZ,47.188278,8.464642,2025-12-17 00:00:00,3.3,1.6,5.4,0,,,3.7,11.1,1023.4,10
ZG,Cham,CHZ,47.188278,8.464642,2025-12-18 00:00:00,2.4,1.2,4.9,0,,,4,9.3,1026,107
ZG,Cham,CHZ,47.188278,8.464642,2025-12-19 00:00:00,2.1,0.8,3.7,0,,,3.8,13,1025.7,67
ZG,Cham,CHZ,47.188278,8.464642,2025-12-20 00:00:00,3,1.4,6,0,,,3.7,9.3,1019.7,52
ZG,Cham,CHZ,47.188278,8.464642,2025-12-21 00:00:00,2.3,1.2,3.1,0,,,5.1,13,1013,0
ZG,Cham,CHZ,47.188278,8.464642,2025-12-22 00:00:00,1.5,1.1,2,0,,,5.5,13,1011.2,2
ZG,Cham,CHZ,47.188278,8.464642,2025-12-23 00:00:00,0.7,0.2,1.4,0,,,7.8,22.2,1013.9,0
